DeveloperName,RERA_Number,ProjectName,ConstructionStatus,PropertyType,Location,PossessionDate,IsGatedCommunity,TotalUnits,AreaSizeAcres,Configurations,MinSizeSqft,MaxSizeSqft,PricePerSqft,PricePerSqftOTP,Longitude/Latitude,ProjectDocumentsLink,Source,BuilderContactInfo,ListingType,LoanApprovedBanks,NearbyLocations,RemarksComments,Amenities,FAQ,Commission,CPOnboardStatus,CPOnboardStatusComments,POCNumber,AvailabilityWithSS,No.of parkings for respective configurations,Open Space (x%),Grand Entrance lobby for each block (Yes/No),"Faces (East, West, North)",Smart home features (Yes/No),Gas connection type (Central/Individual),Construction material (Concrete/Brick type),Ground Vehicle Movement (Yes/No/Partial)
HPR Infra,P02400004337,HPR Lakefront,UC,Apartment,"Hafeezpet, North Hyderabad, Hyderabad",1/1/2027,TRUE,146,1.32,"2BHK , 3BHK",1185,2115,6299,,"17.488573, 78.360691",https://drive.google.com/file/d/1wiPUtzfiV89xIEZSnHs-jU5UcnI9vD2J/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Yoga / Meditation Area
Tennis Court
Swimming Pool
Party Hall
Lift(s)
Landscaping & Tree Planting
Aerobics Room
Table Tennis
24x7 CCTV Surveillance
Gymnasium
Fire Fighting System
Car Parking
24X7 Water Supply
Multipurpose Hall
Basketball Court
Indoor Games
Rain Water Harvesting
Carrom
24x7 Security
Power Backup
Sewage Treatment Plant
Billiards / Snooker Table",,,,,,,,,,,,,,
Manasa Sarovar Constructions,P02500002741,Gopis Manasa Sarovar,UC,Apartment,"Malakpet, South Hyderabad, Hyderabad",1/1/2027,TRUE,10,0.1,3BHK,1400,,4000,,"17.370902, 78.502146",,Housing,,Builder,,,,"Indoor game
Closed Car Parking
Water Conservation, Rain water Harvesting
Sewage Treatment
garden/park",,,,,,,,,,,,,,
Magna Infratech India,P02400003027,Magna Fort View,RTM,Apartment,"Puppalaguda, West Hyderabad, Hyderabad",1/1/2027,TRUE,20,0.2,2BHK,1260,,8900,,"17.395090, 78.385931",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
Storm Water Drains
Water Conservation, Rain water Harvesting
Energy management
Electrical meter Room
Sewage Treatment Plant
Electrification(Transformer, Solar Energy etc)",,,,,,,,,,,,,,
Akshita Infra,P02200001429,Akshita Heights Malkajgiri,RTM,Apartment,"Malkajgiri, Hyderabad",4/1/2021,TRUE,35,1,2BHK,1175,,3742,,"17.457153, 78.539906",,"Housing , Square Yards",,Builder,,,,"Community Buildings
Closed Car Parking
24X7 Water Supply
Recreation Facilities
Street Lighting
Solid Waste Management And Disposal
Storm Water Drains
Water Conservation, Rain water Harvesting
Electrical meter Room
Energy management
Sewage Treatment Plant
Fire Fighting System",,,,,,,,,,,,,,
R1 Projects,P02400003749,R1 VSL Arcade,UC,Apartment,"Nadergul, South Hyderabad, Hyderabad",10/1/2024,TRUE,20,0.22,"2BHK , 3BHK",975,1488,,,"17.283297, 78.530322",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Solid Waste Management And Disposal
Fire Sprinklers
Storm Water Drains
Water Conservation, Rain water Harvesting
Electrical meter Room
Power Backup",,,,,,,,,,,,,,
Avantikas Godavari,"P02400003184, P02400003159, P02400003166",Avantikas Godavari,RTM,Apartment,"Gopanpally, Medak",5/1/2025,TRUE,45,0.39,"2BHK , 3BHK",1095,1540,3935,,"17.454267, 78.310182",https://drive.google.com/file/d/1l98XdZVSrQl6KQ76kV6_9SDYcBMa23ly/view?usp=drive_link,Housing,,Builder,,,,"24X7 Water Supply
Street Lighting
Gated Community
Storm Water Drains
Lift(s)
Rain Water Harvesting
24x7 Security
24x7 CCTV Surveillance
Electrical meter Room
Power Backup
Intercom
Electrification(Transformer, Solar Energy",,,,,,,,,,,,,,
Praneeth Developers,P02200002117,Venkata Praneeth Pranav Flora,RTM,Apartment,"Bahadurpally, Hyderabad",,TRUE,392,4.7,2BHK,1153,1500,,,"17.562873, 78.419055",https://drive.google.com/file/d/1jsBhWHAQYjTlfNthJvfG0_DUAQOxenc4/view?usp=drive_link,Square Yards,,Builder,,,,"Swimming Pool

Badminton Court(s)
Power Backup
Treated Water Supply
Sewage Treatment Plant
Solar Lighting
Clubhouse
Indoor Games
Guest House
24 x 7 Security
CCTV / Video Surveillance
24*7 Water Supply
Kids' Play Areas / Sand Pits
Skating Rink",,,,,,,,,,,,,,
Gemini Infra India Pvt Ltd,P02200000746,Gemini Elegant,RTM,Apartment,"Bachupally, North Hyderabad, Hyderabad",6/1/2024,TRUE,20,0.18,2BHK,1000,1190,400,,"17.528340, 78.395233",,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Closed Car Parking
24X7 Water Supply
Bar/Chill-out Lounge
Theme Park
Indoor Games
Lift(s)
Water Conservation, Rain water Harvesting
Electrical meter Room
24x7 Security
Sewage Treatment Plant
Power Backup",,,,,,,,,,,,,,
Suridha Constructions,P02500000610,Suridha Sudha Arcade,RTM,Apartment,"Moula Ali, Hyderabad",3/1/2024,TRUE,10,,3BHK,1506,1537,3500,,"17.469539, 78.559219",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Water Conservation, Rain water Harvesting
Electrical meter Room
Energy management
Sewage Treatment Plant",,,,,,,,,,,,,,
Jaya Group,P02200003688,Jaya Platinum Apartment,RTM,Apartment,"Bowrampet, Hyderabad",10/1/2024,FALSE,61,0.67,2BHK,1152,1744,3999,,"17.548314, 78.396478",https://drive.google.com/file/d/1MM9-lNv_IyySU_m2S-6k9BMvauSu9XhE/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Recreation Facilities
Fire Sprinklers
Landscaping & Tree Planting
Lift(s)
Water Conservation, Rain water Harvesting
24x7 CCTV Surveillance
Fire Fighting System
Closed Car Parking
24X7 Water Supply
Car Parking
Open Car Parking
Gated Community
Storm Water Drains
Internal Roads & Footpaths
Rain Water Harvesting
Electrical meter Room
24x7 Security
Sewage Treatment Plant
Power Backup",,,,,,,,,,,,,,
SIVA SAI INFRA PROJECTS,P02200003665,Siva Sai Fortuner Homes,UC,Apartment,"Bachupally, Hyderabad",7/1/2024,TRUE,82,0.73,"2BHK , 3BHK",1180,2100,,,"17.537094, 78.388347",https://drive.google.com/file/d/1jkpz9MxuetP4-70EFtHPJalp3-Pvy0NS/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Entrance Lobby
Fire Sprinklers
Landscaping & Tree Planting
24x7 CCTV Surveillance
Gymnasium
Closed Car Parking
24X7 Water Supply
Jogging Track
Open Car Parking
Cycling & Jogging Track
Energy management
Electrical meter Room
Sewage Treatment Plant
Power Backup",,,,,,,,,,,,,,
Sri Padmavathi Projects,P02200000720,Sri Padmavathi Residency Bachupally,RTM,Apartment,"Bachupally, Hyderabad",6/1/2024,TRUE,10,0.12,2BHK,1420,,4200,,"17.552439, 78.384931",,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Bar/Chill-out Lounge
Theme Park
Lift(s)
Water Conservation, Rain water Harvesting
24x7 CCTV Surveillance
Closed Car Parking
Car Parking
24X7 Water Supply
Storm Water Drains
Electrical meter Room
Power Backup
Sewage Treatment",,,,,,,,,,,,,,
Venkateshwara Enterprises,P02500002961,Venkateshwara KNR Meadows,UC,Apartment,"Vanasthalipuram, South Hyderabad, Hyderabad",2/1/2027,TRUE,20,0.18,2BHK,915,947,5000,,"17.311706, 78.571620",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Car Parking
Vastu Compliant
Water Conservation, Rain water Harvesting
Rain Water Harvesting
Electrical meter Room
Sewage Treatment Plant
Power Backup
Electrification(Transformer, Solar Energy etc)",,,,,,,,,,,,,,
S And S Build Home Projects LLP,P02200002723,S And S Heights,RTM,Apartment,S And S Build Home Projects LLP,10/1/2026,TRUE,10,0.07,"2BHK , 3BHK",1100,1125,6500,,"17.521533, 78.398810",,"Housing , Square Yards",,Builder,,,,"Security
Fire safety
Rain water harvesting
Cctv camera
Power backup
Power Backup
Treated Water Supply
24*7 Water Supply
Lift
Kids' Play Areas / Sand Pits",,,,,,,,,,,,,,
Super Constructions,P02500003411,Super Riasath Residency,RTM,Apartment,"Khairtabad, Banjara Hills, North Hyderabad, Hyderabad",7/1/2024,TRUE,15,0.24,3BHK,1791,1856,7500,,"17.407708, 78.458995",https://drive.google.com/file/d/1Rr_w3bZ7on3F8iSSJTZRY8F3vvj8NKE-/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Lift
24X7 Water Supply
Sub-Station
Receiving Station
Electrical meter Room",,,,,,,,,,,,,,
ShantaSriram Constructions Pvt Ltd,P02400003070,Shanta Sriram The Bodhivriksha,UC,Apartment,"Peerancheru, West Hyderabad, West Hyderabad, Hyderabad",3/1/2026,TRUE,772,11.64,3BHK,1294,1975,7200,,"17.358100, 78.373982",https://drive.google.com/file/d/1gq3m0BjVzAoxBgSniMzQd51PECnrngcM/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Yoga / Meditation Area
Tennis Court
Recreation Facilities
Reflexology Park
Swimming Pool
Lift(s)
Water Conservation, Rain water Harvesting
Badminton Court
Aerobics Room
Fire Fighting System
Gymnasium
Community Buildings
Car Parking
Senior Citizen Siteout
Banquet Hall
Business Center
Energy management
Electrical meter Room
Sewage Treatment Plant
Club House",,,,,,,,,,,,,,
GKR Infra Developers,P01100003558,GKR Vijaya Lakshmi Nivas,UC,Apartment,"Ameenapur, North Hyderabad, Hyderabad",4/1/2026,TRUE,20,0.17,2BHK,1125,1150,,,"17.520663, 78.323156",,"Housing , Square Yards",,Builder,,,,"24X7 Water Supply
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Electrical meter Room",,,,,,,,,,,,,,
Aishwarya Constructions,P02200002315,Aishwarya GPR Residency,RTM,Apartment,"Uppal, Hyderabad",9/1/2020,TRUE,30,0.92,"2BHK , 3BHK",1036,1526,5500,,"17.390616, 78.570146",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
Car Parking
24X7 Water Supply
Open Car Parking
Water Conservation, Rain water Harvesting
Electrical meter Room
Sewage Treatment Plant",,,,,,,,,,,,,,
Emarald Constructions,P02200001666,Emarald Sri Mallikharjun Heights,RTM,Apartment,"Peerzadiguda, Hyderabad",7/1/2022,TRUE,15,0.13,"1BHK , 2BHK",635,1015,,,"17.394984, 78.589049",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
Car Parking
24X7 Water Supply
Open Car Parking
Water Conservation,",,,,,,,,,,,,,,
S V Infra Projects,P02200002387,SV Sai Gurusthan,RTM,Apartment,"Bowrampet, Hyderabad",10/1/2022,TRUE,15,0.15,"2BHK , 3BHK",1075,1430,4500,,"17.547846, 78.389829",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Water Conservation, Rain water Harvesting
Electrical meter Room
Sewage Treatment",,,,,,,,,,,,,,
S V Builders And Developers Private Limited,P02500001175,SV Ram Sriniketan,RTM,Apartment,S V Builders And Developers Private Limited,4/1/2025,TRUE,40,1,"3BHK , 4BHK",2565,2935,6600,,"17.443545, 78.466445",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Open Car Parking
Water Conservation, Rain water Harvesting
Electrical meter Room
Sewage Treatment Plant",,,,,,,,,,,,,,
Rayaan Constructions,P02200001897,Rayaan Green Park Bachupally,UC,Apartment,"Bachupally, Hyderabad",10/1/2025,TRUE,20,0.16,2BHK,850,1065,,,"17.532482, 78.352568",,"Housing , Square Yards",,Builder,,,,"losed Car Parking
24X7 Water Supply
Open Car Parking
Street Lighting
Storm Water Drains
Water Conservation, Rain water Harvesting
Electrical meter Room",,,,,,,,,,,,,,
Bhuvan Grandeur Construction,P02400000882,Bhuvan Sri Sai Bhuvans Sai Roshni,RTM,Apartment,"Miyapur, North Hyderabad, Hyderabad",3/1/2024,TRUE,20,,3BHK,1386,,4800,,"17.499834, 78.338575",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Storm Water Drains
Water Conservation, Rain water Harvesting
Electrical meter Room
Sewage Treatment",,,,,,,,,,,,,,
Happy Homes Lifespace Developers,P02400000053,Happy Bhaskara Residency,RTM,Apartment,"Chanda Nagar, Hyderabad",5/1/2024,TRUE,15,0.03,"2BHK , 3BHK",1100,1467,4600,,"17.505177, 78.330975",,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Closed Car Parking
Car Parking
24X7 Water Supply
Fire Sprinklers
Water Conservation, Rain water Harvesting
Electrical meter Room
24x7 CCTV Surveillance
Power Backup",,,,,,,,,,,,,,
Sree Siri Constructions,P02200000852,Sree Siri Aishwarya Residency,RTM,Apartment,"Kompally, Hyderabad",9/1/2021,TRUE,20,,2BHK,1148,1156,3700,,"17.539123, 78.484972",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
Solid Waste Management And Disposal
Storm Water Drains
Electrical meter Room
Energy management",,,,,,,,,,,,,,
Dream Nest Builders,P02200001597,Dream Nest Apartment,UC,Apartment,"Yapral, Hyderabad",6/1/2025,TRUE,10,0.13,3BHK,1328,1694,,,"17.505619, 78.554111",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Water Conservation, Rain water Harvesting
Electrical meter Room
Fire Fighting System
Sewage Treatment Plant",,,,,,,,,,,,,,
Mahitha Projects,P02200002870,Mahithas Green Nest,RTM,Apartment,"Pragathi Nagar, Hyderabad",11/1/2026,TRUE,15,0.1,2BHK,1075,,,,"17.524383, 78.398740",,"Housing , Square Yards",,Builder,,,,"Security
Fire safety
Rain water harvesting
Cctv camera
Power backup",,,,,,,,,,,,,,
Sai Balaji Projects,P01100000825,Sai Balaji Residency Ameenpur,RTM,Apartment,"Ameenpur, Hyderabad",4/1/2024,FALSE,20,1,2BHK,1032,,3800,,"17.516997, 78.342799",https://drive.google.com/file/d/1I-wrmq8rbnyx15ViOBkytHCkQADTZ7zU/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Vastu Compliant
Lift(s)
Landscaping & Tree Planting
24x7 CCTV Surveillance
Fire Fighting System
Closed Car Parking
Car Parking
24X7 Water Supply
Gated Community
Rain Water Harvesting
24x7 Security
Power Backup
Sewage Treatment Plant
Intercom",,,,,,,,,,,,,,
Akshaya Associates,P02200003383,Akshaya Residency Kukatpally,RTM,Apartment,"Kukatpally, Hyderabad",6/1/2027,TRUE,10,0.1,3BHK,1440,1450,,,"17.502692, 78.391736",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Open Car Parking
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Electrical meter Room
Sewage Treatment",,,,,,,,,,,,,,
Idream Sai Rk Infra,P02200003461,RKs Oxygen Homes,UC,Apartment,"Gajularamaram, Hyderabad",12/1/2023,TRUE,322,2.14,"2BHK , 3BHK",1015,2205,5900,,"17.540803, 78.398471",https://drive.google.com/file/d/1PAb84-5mrgy_YW-g43ErOlcj9BvGAfq1/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Fire Alarm
Boom Barriers
Recreation Facilities
Solid Waste Management And Disposal
Lift(s)
Water Conservation, Rain water Harvesting
Greenhouse Farming
24x7 CCTV Surveillance
Fire Fighting System
Closed Car Parking
24X7 Water Supply
Car Wash Area
Energy management
Electrical meter Room
Sewage Treatment Plant",,,,,,,,,,,,,,
Mitra Ventures,P02400000251,Mitra Sri Sai Yadav Residency,RTM,Apartment,"Qutubullapur, Hyderabad",5/1/2019,TRUE,12,0.1,2BHK,825,992,3840,,"17.492239, 78.464058",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Solid Waste Management And Disposal
Internal Roads & Footpaths
Water Conservation, Rain water Harvesting
Fire Fighting System",,,,,,,,,,,,,,
Shiva Sai Infra,P02400002175,Shiva LA Greens,RTM,Apartment,"Puppalaguda, Hyderabad",10/1/2024,TRUE,58,0.94,"2BHK , 3BHK",1036,1805,7500,,"17.399299, 78.385953",,"Housing , Square Yards",,Builder,,,,"Gymnasium
Swimming Pool
Kids' Pool
Kids' Play Areas / Sand Pits
Yoga Areas
Power Backup
Treated Water Supply
24/7 Water Supply
24 x 7 Security
Clubhouse
Amphitheater
Indoor Games
Senior Citizen Area
CCTV / Video Surveillance
Lift
Jogging / Cycle Track",,,,,,,,,,,,,,
Aditi Avenues,P01100001879,Aditi Murthys Pride,UC,Apartment,"Ameenpur, Hyderabad",12/1/2025,TRUE,15,0.12,2BHK,1015,1050,4800,,"17.513170, 78.340012",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
Fire Protection And Fire Safety Requirements
Storm Water Drains
Electrical meter Room
Energy management
Power Backup
Treated Water Supply
24*7 Water Supply
Lift",,,,,,,,,,,,,,
Quality Infra Structures,P02200002758,Quality Jyotsna Nivas,RTM,Apartment,"Bachupally, Hyderabad",4/1/2024,TRUE,15,0.12,2BHK,942,1225,,,"17.534370, 78.393219",,"Housing , Square Yards",,Builder,,,,"24X7 Water Supply
Water Conservation, Rain water Harvesting
Electrical meter Room
Power Backup
Treated Water Supply
Lift
Kids' Play Areas / Sand Pits",,,,,,,,,,,,,,
Navira,P02400003403,Navira Organo Antharam,UC,Villa,"Chevalla, Hyderabad",8/1/2025,TRUE,115,50,3BHK,4377,4531,,,"17.315886, 78.029858",,"Housing , Square Yards",,Builder,,,,"Solid Waste Management And Disposal
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Fire Fighting System
Electrification(Transformer, Solar Energy etc)
Community Buildings
Closed Car Parking
Car Parking
Storm Water Drains
Open Parking
Internal Roads & Footpaths
Electrical meter Room
Sewage Treatment",,,,,,,,,,,,,,
Eshwar Builders,P02400002382,Eshwar Eternal Rams Elite,RTM,Apartment,"Saroor Nagar, Hyderabad",2/1/2026,TRUE,10,0.31,3BHK,1560,,5400,,"17.366258, 78.551445",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
Car Parking
24X7 Water Supply
Storm Water Drains
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Electrical meter Room
Sewage Treatment Plant
Resident reviews for",,,,,,,,,,,,,,
Gruhashilpi Constructions Pvt. Ltd,P02400001079,Gruhashilpi Sapthapadi,RTM,Apartment,"Kismatpur, Hyderabad",,TRUE,30,0.45,3BHK,1730,,6300,,"17.334001, 78.387585",,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Yoga / Meditation Area
Swimming Pool
Lift(s)
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Gymnasium
Community Buildings
24X7 Water Supply
Storm Water Drains
Library
Electrical meter Room
Sewage Treatment Plant
Club House",,,,,,,,,,,,,,
Keystone Projects,P01100000987,DSR Azuri,RTM,Apartment,"Ameenpur, Hyderabad",9/1/2020,TRUE,25,1,2BHK,1035,1390,3500,,"17.529701, 78.292958",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Water Conservation, Rain water Harvesting
Electrical meter Room
Sewage Treatment",,,,,,,,,,,,,,
Gokul Constructions Ameenpur,P01100001738,Gokul Pride,UC,Apartment,"Ameenapur, Miyapur, North Hyderabad, Hyderabad",10/1/2025,TRUE,25,0.24,2BHK,1100,,,,"17.532559, 78.321409",,Housing,,Builder,,,,"24Hrs Water Supply CCTV Cameras Compound Covered Car Parking Gated Community Lift Rain Water Harvesting Security Personnel
Indoor
24Hrs Backup Electricity Fire Safety",,,,,,,,,,,,,,
Serenity Rise Infra,P02400002901,Serenity Mamidi Serenity Homes,RTM,Apartment,"Turkayamjal, Hyderabad",12/1/2026,FALSE,10,0.12,3BHK,1545,,,,"17.246616, 78.580699",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Solid Waste Management And Disposal
Storm Water Drains
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
24x7 Security
Energy management
Electrical meter Room
Fire Fighting System
Sewage Treatment Plant
Electrification(Transformer, Solar Energy",,,,,,,,,,,,,,
Cozy Essence Builders,P02200003548,Cozy Essence Elite,RTM,Apartment,"Dulapally, Kompally, North Hyderabad, Hyderabad",4/1/2027,TRUE,90,0.99,"2BHK , 3BHK",1485,2068,4500,,"17.550028, 78.468406",https://drive.google.com/file/d/1E1OIGPURE6jSw2f4Qq2O2EA_tfx9LhUY/view?usp=drive_link,Housing,,Builder,,,,"Children's Play Area
Recreation Facilities
Vastu Compliant
Swimming Pool
Lift(s)
Water Conservation, Rain water Harvesting
Badminton Court
24x7 CCTV Surveillance
Closed Car Parking
Car Parking
Street Lighting
Gated Community
Storm Water Drains
Electrical meter Room
24x7 Security",,,,,,,,,,,,,,
Pragathi Infra,P02200001791,Pragathis Raghupathi County,RTM,Apartment,"Pragathi Nagar, North Hyderabad, Hyderabad",1/1/2026,TRUE,260,7.5,"2BHK , 3BHK",1265,2075,6100,,"17.538036, 78.391788",https://drive.google.com/file/d/1A5l_z6aB0wlCMTVQs1wNq6S6ovzY0HYe/view?usp=drive_link,"Housing , Square Yards",,Builder,,,,"Tennis Court
Skating Rink
Swimming Pool
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Fire Fighting System
Kid's Pool
Closed Car Parking
Car Parking
24X7 Water Supply
Street Lighting
Senior Citizen Siteout
Sewage Treatment Plant
Intercom
Children's Play Area
Partial Power Backup
Security Cabin
Solid Waste Management And Disposal
Visitor Parking
Lift(s)
24x7 CCTV Surveillance
Open Car Parking
Car Wash Area
Storm Water Drains
Open Parking
Internal Roads & Footpaths
Rain Water Harvesting
Electrical meter Room
Energy management",,,,,,,,,,,,,,
Sri Asitha Constructions,P01100002702,Sri Asitha Peace Elite Residency,RTM,Apartment,"Kondapur, West Hyderabad, Hyderabad",6/1/2026,TRUE,10,0.07,2BHK,1035,1090,6000,,"17.461283, 78.346211",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Electrical meter Room
Energy management
Fire Fighting System
Sewage Treatment",,,,,,,,,,,,,,
JSR Group Suncity Infra,P02400003755,JSR Zircon,RTM,Plot,"Burgula Village, Hyderabad",2/1/2022,FALSE,58,4.5,Plot,1647,3978,,,"16.972683, 78.187890",,"Housing , Square Yards",,Builder,,,,"Kids' Play Areas / Sand Pits
24*7 Water Supply
Large Green Area
24 x 7 Security",,,,,,,,,,,,,,
Gruhashilpi Constructions Pvt. Ltd,P02200000453,Gruhashilpis Pallavi,RTM,Apartment,"Dulapally, Near Kompally, North Hyderabad, Hyderabad",6/1/2024,TRUE,10,0.14,3BHK,1496,1580,4400,,"17.543370, 78.470606",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Open Car Parking
Storm Water Drains
Water Conservation, Rain water Harvesting
Electrical meter Room
Sewage Treatment Plant",,,,,,,,,,,,,,
Manju Infra Avenues,P02500000708,Manju Infra Avenues,RTM,Apartment,"Kondapur, Hyderabad",2/1/2025,TRUE,20,0.21,"2BHK , 3BHK",1250,1500,5300,,"17.462743, 78.346714",,"Housing , Square Yards",,Builder,,,,"Children's Play Area
Closed Car Parking
Car Parking
24X7 Water Supply
Open Car Parking
Lift(s)
Water Conservation, Rain water Harvesting
Electrical meter Room
Energy management
24x7 CCTV Surveillance
Power Backup
Sewage Treatment",,,,,,,,,,,,,,
Creative Koven Constructions,P02500001776,Koven Surya Elite,New,Apartment,"Padmarao Nagar, HITEC City, Hyderabad",7/1/2022,TRUE,10,0.17,3BHK,1626,1773,,,"17.424642, 78.507280",,Housing,,Builder,,,,"24-hour water supply, covered car parking, lift access, rainwater harvesting ,Children's Play Area,Recreation Facilities,Electrical meter Room security",,,,,,,,,,,,,,
Go Green Infra Projects,P02400000860,Go Green Raghavendra Residency,RTM,Apartment,"Kondapur, Hyderabad",12/1/2019,TRUE,9,0.1,3BHK,1572,1582,5100,,"17.472254, 78.361561",,"Housing , Square Yards",,Builder,,,,"Closed Car Parking
24X7 Water Supply
Water Conservation, Rain water Harvesting
Electrical meter Room",,,,,,,,,,,,,,
